Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Age,Location,Reporting Type,Sex,Type of skill,Units,2013,2014,2015,2016,2017,2018,2019,2020,ISO3
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,FEMALE,PCPR,PERCENT,,,,,,,0.22982,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,FEMALE,SOFT,PERCENT,,,,,,,4.11768,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,FEMALE,TRAF,PERCENT,,,,,,,2.67421,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,MALE,ARSP,PERCENT,,,,,,,4.57718,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,MALE,COPA,PERCENT,,,,,,,15.05335,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,MALE,EMAIL,PERCENT,,,,,,,22.62655,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,MALE,EPRS,PERCENT,,,,,,,2.51405,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,MALE,INST,PERCENT,,,,,,,5.64005,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,MALE,PCPR,PERCENT,,,,,,,1.1159,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,MALE,SOFT,PERCENT,,,,,,,9.04951,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",384,Côte d'Ivoire,,,G,MALE,TRAF,PERCENT,,,,,,,7.87429,,CIV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,BOTHSEX,ARSP,PERCENT,,37.10449,45.77979,47.78963,32.14515,,43.1358,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,BOTHSEX,CMFL,PERCENT,,54.99841,59.3202,60.87758,46.14079,,56.49793,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,BOTHSEX,COPA,PERCENT,,44.20769,54.04611,56.48847,41.67999,,58.78975,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,BOTHSEX,EMAIL,PERCENT,45.0333,,52.72596,57.5107,,,,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,BOTHSEX,EPRS,PERCENT,,24.1182,43.60461,41.14808,41.72839,,41.40796,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,BOTHSEX,INST,PERCENT,,33.12549,,,,,,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,BOTHSEX,PCPR,PERCENT,,11.35589,10.1439,7.08264,4.83304,,8.563,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,BOTHSEX,SOFT,PERCENT,,,48.58159,51.31147,41.72839,,53.82834,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,BOTHSEX,TRAF,PERCENT,,38.2956,53.70371,58.14043,42.40297,,56.49789,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,FEMALE,ARSP,PERCENT,,34.60861,41.98189,42.62135,25.15958,,38.6579,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,FEMALE,CMFL,PERCENT,,53.02677,52.75702,54.99521,38.42821,,,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,FEMALE,COPA,PERCENT,,40.20271,49.32418,51.70615,35.29504,,54.16467,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,FEMALE,EMAIL,PERCENT,40.07348,,,,,,,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,FEMALE,EPRS,PERCENT,,22.2331,39.89759,37.93506,33.25578,,39.54219,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,FEMALE,INST,PERCENT,,27.70872,,,,,,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,FEMALE,PCPR,PERCENT,,7.47279,5.03317,3.57246,1.72602,,6.95918,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,FEMALE,SOFT,PERCENT,,,40.22018,45.03962,33.25578,,48.20732,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,FEMALE,TRAF,PERCENT,,35.99428,46.64758,52.42882,34.80705,,50.92929,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,MALE,ARSP,PERCENT,,39.68648,49.77731,53.13644,39.66373,,47.85502,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,MALE,CMFL,PERCENT,,57.03798,66.22827,66.96317,54.44185,,,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,MALE,COPA,PERCENT,,48.35079,59.0161,61.436,48.55211,,63.66408,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,MALE,EMAIL,PERCENT,50.40809,,,,,,,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,MALE,EPRS,PERCENT,,26.06827,47.50648,44.47209,50.84747,,43.37429,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,MALE,INST,PERCENT,,38.72913,,,,,,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,MALE,PCPR,PERCENT,,15.37277,15.52307,10.71408,8.17713,,10.25324,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,MALE,SOFT,PERCENT,,,57.3825,57.79999,50.84747,,59.75229,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",191,Croatia,,,G,MALE,TRAF,PERCENT,,40.67622,61.13058,64.04936,50.57847,,62.3666,,HRV
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,BOTHSEX,ARSP,PERCENT,,,,,17.12446,20.49421,22.32721,24.65276,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,BOTHSEX,CMFL,PERCENT,,,,,17.12446,22.49333,24.35342,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,BOTHSEX,COPA,PERCENT,,,,,17.12446,20.49421,22.32721,23.91655,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,BOTHSEX,EMAIL,PERCENT,,,,,23.40912,28.86912,32.25489,33.73534,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,BOTHSEX,EPRS,PERCENT,,,,,2.09112,10.71821,12.04856,13.8761,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,BOTHSEX,INST,PERCENT,,,,,0.14449,11.86127,13.82175,15.22039,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,BOTHSEX,PCPR,PERCENT,,,,,0.14449,5.16411,5.64578,5.75092,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,BOTHSEX,SOFT,PERCENT,,,,,0.14449,9.05547,10.28493,11.28638,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,BOTHSEX,TRAF,PERCENT,,,,,17.12446,16.71208,17.55708,20.08101,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,FEMALE,ARSP,PERCENT,,,,,,,24.2202,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,FEMALE,CMFL,PERCENT,,,,,,,23.77241,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,FEMALE,COPA,PERCENT,,,,,,,24.2202,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,FEMALE,EMAIL,PERCENT,,,,,,,35.07769,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,FEMALE,EPRS,PERCENT,,,,,,,12.75861,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,FEMALE,INST,PERCENT,,,,,,,14.54659,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,FEMALE,PCPR,PERCENT,,,,,,,5.62397,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,FEMALE,SOFT,PERCENT,,,,,,,10.5501,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,FEMALE,TRAF,PERCENT,,,,,,,18.86914,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,MALE,ARSP,PERCENT,,,,,,,20.40872,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,MALE,CMFL,PERCENT,,,,,,,20.58816,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,MALE,COPA,PERCENT,,,,,,,20.40872,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,MALE,EMAIL,PERCENT,,,,,,,29.39405,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,MALE,EPRS,PERCENT,,,,,,,11.32893,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,MALE,INST,PERCENT,,,,,,,13.08713,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,MALE,PCPR,PERCENT,,,,,,,5.66788,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,MALE,SOFT,PERCENT,,,,,,,10.01618,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",192,Cuba,,,G,MALE,TRAF,PERCENT,,,,,,,16.22734,,CUB
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",531,Curaçao,,,G,BOTHSEX,ARSP,PERCENT,,,,,21.18599,,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",531,Curaçao,,,G,BOTHSEX,CMFL,PERCENT,,,,,22.94524,,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",531,Curaçao,,,G,BOTHSEX,COPA,PERCENT,,,,,29.35004,,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",531,Curaçao,,,G,BOTHSEX,EMAIL,PERCENT,,,,,34.99753,,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",531,Curaçao,,,G,BOTHSEX,EPRS,PERCENT,,,,,15.60241,,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",531,Curaçao,,,G,BOTHSEX,INST,PERCENT,,,,,12.02205,,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",531,Curaçao,,,G,BOTHSEX,PCPR,PERCENT,,,,,4.10058,,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",531,Curaçao,,,G,BOTHSEX,SOFT,PERCENT,,,,,18.0956,,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",531,Curaçao,,,G,BOTHSEX,TRAF,PERCENT,,,,,22.71503,,,,
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",196,Cyprus,,,G,BOTHSEX,ARSP,PERCENT,,36.93571,27.57417,21.32863,23.52308,,28.38463,,CYP
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",196,Cyprus,,,G,BOTHSEX,CMFL,PERCENT,,62.64015,51.01002,49.83012,49.79713,,47.92094,,CYP
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",196,Cyprus,,,G,BOTHSEX,COPA,PERCENT,,58.85987,44.58377,,,,47.92094,,CYP
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",196,Cyprus,,,G,BOTHSEX,EMAIL,PERCENT,48.81129,,,,,,,,CYP
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",196,Cyprus,,,G,BOTHSEX,EPRS,PERCENT,,28.43125,22.56425,25.55015,19.95728,,27.04266,,CYP
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",196,Cyprus,,,G,BOTHSEX,INST,PERCENT,,34.99582,,,,,,,CYP
4,4.4,4.4.1,SE_ADT_ACTS,"Proportion of youth and adults with information and communications technology (ICT) skills, by sex and type of skill (%)",196,Cyprus,,,G,BOTHSEX,PCPR,PERCENT,,6.67646,2.2496,2.85351,2.79455,,3.73653,,CYP
